564009,None,<p>Why dont you store the searchable data in a database table with key to the actual file? So your search would be on database table rather than xml file. I suppose this would be faster because you may index the table for faster searching.</p>,None,None,0,None,2009-02-19 05:04:51.343000+00:00,None,2009-02-19 05:04:51.343000+00:00,None,None,None,Nahom Tijnam,11172,563998,2,0,,None
22320239,None,<p>You can try bluetoothAdapter.stopDiscovery() method inside your onPause() method of the listActivity...It will help you.</p>,None,None,0,None,2014-03-11 08:33:46.620000+00:00,None,2014-03-11 08:33:46.620000+00:00,None,None,None,user3404558,None,19669203,2,1,,None
277987,None,<p>I think it is intended as an aid to <strong>teaching</strong> the pure relational model not as a competitor to SQL DBMSs for real work in the short or medium term. However Date and Darwen make a compelling case for the proper implementation of the relational model in their book <a href= http://www.thethirdmanifesto.com rel= nofollow >The Third Manifesto</a>. Maybe one day someone will produce a successful product based on it. After all Oracle was a very small niche company once!</p>,None,None,0,None,2008-11-10 14:29:56.957000+00:00,None,2008-11-10 14:29:56.957000+00:00,None,None,None,Tony Andrews,18747,277943,2,1,,None
30772849,None,<p>Use <code>IN</code> and <code>COUNT(distinct property_id)</code>:</p> <pre><code>SELECT product_id FROM TableName WHERE property_id IN (2021) GROUP BY product_id HAVING COUNT(distinct property_id) = 2 </code></pre> <p><strong>Explanation:</strong></p> <p><code>IN</code> checks if <code>property_id</code> has values either 20 or 21.</p> <p><code>COUNT (distinct property_id) = 2</code> verifies having two different values of <code>property_id</code>. So when product 2 has 2 same values in <code>property_id</code> like (2020) it will not be selected.</p> <p><strong>Result:</strong></p> <pre><code>product_id ---------- 1 3 </code></pre> <p>Sample result in <a href= http://www.sqlfiddle.com/#!9/83795/5 rel= nofollow ><strong>SQL Fiddle</strong></a>.</p>,None,None,0,None,2015-06-11 06:06:29.147000+00:00,None,2015-06-11 06:21:34.280000+00:00,2015-06-11 06:21:34.280000+00:00,None,1928264,None,1928264,30772771,2,1,,None
17878453,None,<p>A working example of condensation algorithm can be found in the Q&amp;A of opencv and ross (same author):</p> <p><a href= http://answers.ros.org/question/55316/using-the-opencv-particle-filter-condensation/ rel= nofollow >http://answers.ros.org/question/55316/using-the-opencv-particle-filter-condensation/</a></p> <p>and</p> <p><a href= http://answers.opencv.org/question/6985/syntax-for-particle-filter-in-opencv-243/ rel= nofollow >http://answers.opencv.org/question/6985/syntax-for-particle-filter-in-opencv-243/</a></p>,None,None,0,None,2013-07-26 10:01:31.210000+00:00,None,2013-07-26 10:12:26.890000+00:00,2013-07-26 10:12:26.890000+00:00,None,433685,None,433685,13431398,2,2,,None
32189529,None,<p>You can use eq and select first element</p> <pre><code>jQuery( li.menu-item-3741 a ).eq(0).removeAttr( href ); </code></pre> <p>JsFiddle: <a href= http://jsfiddle.net/gpo6pzgr/ rel= nofollow >http://jsfiddle.net/gpo6pzgr/</a></p>,None,None,0,None,2015-08-24 18:46:36.150000+00:00,None,2015-08-24 18:46:36.150000+00:00,None,None,None,None,3546939,32189434,2,0,,None
31888049,None,<p>My recommendation is that you figure out the correct html at your back-end code instead of the front-end.</p> <p>I have created a local cookie as per your test value you have provided. The code below sets a local cookie and fetches it splits the key-value pairs and displays them.</p> <p>P.S. Google Chrome by default disables the local cookies so this may appear to not work. Just try in IE this has been created just as a demonstration for you.</p> <p>Here is the solution per your requirement:</p> <pre><code>&lt;!DOCTYPE html&gt; &lt;html&gt; &lt;head&gt; &lt;script type= text/javascript &gt; var testCookie= COOKIE=ID=1&amp;NAME=Foo&amp;AGE=30&amp;EMPLOYED=Y&amp;ACTIVE=N ; function setCookie(cnameexdays) { var d = new Date(); d.setTime(d.getTime() + (exdays*24*60*60*1000)); var expires = expires= + d.toGMTString(); document.cookie = testCookie+ ; +expires; } function getCookie(name) { var nameEQ = name + = ; var ca = document.cookie.split(';'); for(var i=0;i &lt; ca.length;i++) { var c = ca[i]; while (c.charAt(0)==' ') c = c.substring(1c.length); if (c.indexOf(nameEQ) == 0) return c.substring(nameEQ.lengthc.length); } return null; } function checkCookie() { var c=getCookie( COOKIE ); var cookieElements = []; cookieElements = c.split( &amp; ); var cookieNameValuePairs = Name | Value\n ; var keyValue = []; for(i=0;i&lt;cookieElements.length;i++){ keyValue = cookieElements[i].split( = ); cookieNameValuePairs += keyValue[0] + | + keyValue[1] + \n ; } alert(cookieNameValuePairs); } &lt;/script&gt; &lt;/head&gt; &lt;body onload= checkCookie() &gt;&lt;/body&gt; &lt;/html&gt; </code></pre>,None,None,0,None,2015-08-07 23:35:25.463000+00:00,None,2015-08-07 23:35:25.463000+00:00,None,None,None,None,4975444,31887543,2,0,,None
32214484,None,<p>As Evan Knowles said if you submit a form that'll refresh the page. You should use ajax to post the form:</p> <pre><code>var xmlhttp = new XMLHttpRequest(); xmlhttp.onreadystatechange = function() { if (xmlhttp.readyState == XMLHttpRequest.DONE ) { if(xmlhttp.status == 200){ window.close(); } } } xmlhttp.open( POST  https://geview.abc.org/startwebviewer.jnlp  true); xmlhttp.send(new FormData(document.getElementById( frmLaunchViewer ))); </code></pre> <p>Waiting 5 seconds is useless unless sendig the form's data takes 5 seconds. It's better to use an ajax callback than hoping that 5 seconds is enough to finish the process. If you really need that see blex's comment.</p>,None,None,0,None,2015-08-25 21:33:08.120000+00:00,None,2015-08-25 21:33:08.120000+00:00,None,None,None,None,2625561,32214248,2,0,,None
27965095,None,<p>You can use array syntax for ng-class</p> <pre><code>&lt;td ng-repeat= column in columns ng-class= ['cell-value-' + column.name + '-'+ row[column.name] | safeClassName'cell-column-' + column.name | safeClassName] &gt; </code></pre>,None,None,0,None,2015-01-15 14:00:29.213000+00:00,None,2015-01-15 14:00:29.213000+00:00,None,None,None,None,3292746,27964920,2,0,,None
29592992,None,<p>NSScanner can do this. Here an example method:</p> <pre><code>- (NSNumber *)scanHex:(NSString *)aString { NSScanner *sc=[NSScanner scannerWithString:aString]; if(![sc scanString:@ &amp;#x intoString:NULL]) return nil; unsigned long long val; if(![sc scanHexLongLong:&amp;val]) return nil; return [NSNumber numberWithUnsignedLongLong:val]; } </code></pre> <p>This method will return <code>nil</code> if <code>aString</code> does not have the <code>&amp;#x</code> you list or if that is not followed by a valid hex string. Otherwise it returns a NSNumber object with the desired value.</p>,None,None,0,None,2015-04-12 18:27:36.727000+00:00,None,2015-04-12 18:27:36.727000+00:00,None,None,None,None,1404278,29592734,2,0,,None
17727207,None,<p>Your Problem seems to be this:</p> <pre><code>split(''1) # should be split('') </code></pre> <p>because <code>split(... 1)</code> only makes 1 split and <code>split(...)</code> splits as much as possible.</p> <p>So you should be able to do this:</p> <pre><code> for eachline in fin: code *medal_count = eachline.strip().split('') medalDict[code] = medal_count </code></pre>,None,None,0,None,2013-07-18 15:06:19.937000+00:00,None,2013-07-18 15:06:19.937000+00:00,None,None,None,None,1320237,17726868,2,0,,None
19169848,None,<p>Have you tried</p> <p><code>myview.animate().alpha(0).setInterpolator(new CycleInterpolator(&lt;Number of cycles&gt;))</code></p> <p>You can also find all of the different methods of a <code>ViewPropertyAnimator</code> <a href= http://developer.android.com/reference/android/view/ViewPropertyAnimator.html rel= nofollow >here</a>.</p>,None,None,0,None,2013-10-03 21:49:52.900000+00:00,None,2013-10-03 21:49:52.900000+00:00,None,None,None,None,931938,19169675,2,0,,None
15865006,None,<p>I had the same issue. The problem was only occurring for users that I had in my database before I added the auth_token field to the user database table. The App <code>Couldn't find User with auth_token</code> as the older users didn't have one created for them when they signed up as this functionality was not implemented then.</p> <p>To overcome this I simply deleted the older users from my database &amp; signed them up again. </p> <p>However users where no longer being logged in automatically. To over come this I changed this line:</p> <p><code>session[:user_id] = @user.id</code></p> <p>to</p> <p><code>cookies[:auth_token] = @user.auth_token</code> </p> <p>As I was now using a cookie rather than a session to sign users in.</p>,None,None,0,None,2013-04-07 16:50:53.343000+00:00,None,2013-04-07 16:50:53.343000+00:00,None,None,None,None,1814446,9557235,2,0,,None
14846683,None,<p>If both methods are transactional then naturally the second one's failing won't affect the first one. If you think both methods are part of a single (correct) transaction then you're mistaken either about that or about the fact that it seemed to partially commit. You'd need to provide a lot more information to get a good answer as to why one or the other is true.</p>,None,None,0,None,2013-02-13 05:01:16.077000+00:00,None,2013-02-13 05:01:16.077000+00:00,None,None,None,None,839646,14845381,2,0,,None
19295516,None,<p>Try <a href= http://www.clintharris.net/2009/iphone-app-shared-libraries/ rel= nofollow >this</a>.</p> <p>It is sharing libraries/modules between different projects.</p>,None,None,0,None,2013-10-10 12:16:54.253000+00:00,None,2013-10-10 12:16:54.253000+00:00,None,None,None,None,2783810,19141639,2,0,,None
6802603,None,<p>maybe this is relevant: <a href= http://www.west-wind.com/weblog/posts/2007/Jul/23/Loading-an-ASPNET-Page-Class-dynamically-in-an-HttpHandler rel= nofollow >http://www.west-wind.com/weblog/posts/2007/Jul/23/Loading-an-ASPNET-Page-Class-dynamically-in-an-HttpHandler</a></p>,None,None,0,None,2011-07-23 19:01:25.703000+00:00,None,2011-07-23 19:01:25.703000+00:00,None,None,None,None,345648,6800000,2,0,,None
29880611,None,<p>Name.com is using a different PayPal payment product.</p> <p>With basic Website Payments Standard (WPS) you send the user to PayPal's website where they make the payment; PayPal then informs the user that they have paid before redirecting the user back to you. Because integrating WPS is so easy (it can be done in 30 seconds) and PayPal has no control over the website the buyer is being returned to they want to be sure the user is informed that the payment has been made before sending the user back.</p> <p>Name.com is probably using Express Checkout (EC) where the buyer logs into PayPal and agrees to make a payment but the payment is not actually completed until name.com makes another API call (DoEC). In that case the customer is already back at name.com before the payment API call so PayPal cannot show the buyer a success page. So PayPal uses slightly different language on their agreement page and leaves the seller responsible for the success page.</p>,None,None,0,None,2015-04-26 16:58:30.810000+00:00,None,2015-04-26 16:58:30.810000+00:00,None,None,None,None,3144216,29877911,2,0,,None
32731934,None,<p>Well it seems issue was fixed when i increased the size of file-system (-c parameter value during mkfs.ubifs call). Thanks for all help and suggestions!</p>,None,None,0,None,2015-09-23 05:51:50.410000+00:00,None,2015-09-23 05:51:50.410000+00:00,None,None,None,None,1053031,32711486,2,0,,None
2839461,None,<p><a href= http://java.sun.com/javase/6/docs/api/java/util/LinkedList.html#add%28int%20E%29 rel= nofollow >add</a></p> <p>Does this what you want?</p> <p>If you want to keep the list in a sorted state why not just insert the element with <a href= http://java.sun.com/javase/6/docs/api/java/util/LinkedList.html#addFirst%28E%29 rel= nofollow >addfirst</a></p> <p>and then sort the list using <a href= http://java.sun.com/javase/6/docs/api/java/util/Collections.html#sort%28java.util.List%29http://java.sun.com/javase/6/docs/api/java/util/Collections.html#sort%28java.util.List%29 rel= nofollow >Collections.sort</a></p>,None,None,0,None,2010-05-15 08:28:07.497000+00:00,None,2010-05-15 08:28:07.497000+00:00,None,None,None,None,1178669,2839431,2,0,,None
3244808,None,<p>Fat Jar Eclipse Plugin : <a href= http://fjep.sourceforge.net/ rel= nofollow >http://fjep.sourceforge.net/</a></p>,None,None,0,None,2010-07-14 09:20:21.100000+00:00,None,2010-07-14 09:20:21.100000+00:00,None,None,None,None,153621,3238270,2,0,,None
20534357,None,<p>I turned around to the Google IO 2013 and changed the initialization of PlusClient then it works.</p> <pre><code>public static final String AUTH_SCOPES[] = { Scopes.PLUS_LOGIN https://www.googleapis.com/auth/userinfo.email  https://www.googleapis.com/auth/developerssite }; mPlusClient = new PlusClient.Builder(this this this) .setScopes(AUTH_SCOPES) .build(); </code></pre>,None,None,0,None,2013-12-12 03:13:26.407000+00:00,None,2013-12-12 03:13:26.407000+00:00,None,None,None,None,3029771,15762904,2,0,,None
11693518,None,<p>Another way to solve this problem AND still use synchronous ajax calls is putting the dialog.open part in the mousedown event instead of click. </p> <p>That way you can still do stuff IE(8) doesn't like when you put it in a callback like downloading a file.</p>,None,None,0,None,2012-07-27 18:22:53.407000+00:00,None,2012-07-27 18:22:53.407000+00:00,None,None,None,None,1412353,6934736,2,0,,None
3628532,None,<p>I know this was answered already but IIS users (like myself) can use <a href= http://www.iis.net/download/urlrewrite rel= nofollow >URL Rewrite 2.0</a> to accomplish the same task with Regular Expressions. I've installed it and it works well.</p>,None,None,0,None,2010-09-02 15:16:05.770000+00:00,None,2010-09-02 15:16:05.770000+00:00,None,None,None,None,83809,3604140,2,0,,None
13158288,None,<p>Currently the latest version of jQuery (1.8.2) doesn't have support for firing DOM ready events when HTML is appended.</p>,None,None,0,None,2012-10-31 12:45:52.043000+00:00,None,2012-10-31 12:45:52.043000+00:00,None,None,None,None,1250319,12843964,2,0,,None
19823487,None,<p>This should work:</p> <pre><code>.data LOAD(ADDR(flash)) : { *(.data) } &gt; ram </code></pre>,None,None,0,None,2013-11-06 21:45:15.460000+00:00,None,2013-11-06 21:45:15.460000+00:00,None,None,None,None,2962240,18910272,2,0,,None
11554685,None,<p>You can use box2d to make it detect all collisions for you</p>,None,None,0,None,2012-07-19 05:52:02.213000+00:00,None,2012-07-19 05:52:02.213000+00:00,None,None,None,None,195324,11554568,2,1,,None
19517163,None,<p>You can use <a href= https://github.com/ddollar/foreman rel= nofollow ><strong>foreman</strong></a> to start and manage these different processes.</p> <ol> <li><code>$ cd /var/www/html/app</code></li> <li><p>Create a file named <code>Procfile</code> with these processes for example:</p> <p>web: unicorn_rails -c config/unicorn.rb -E production -D (line break here not sure why SO is doing this) search: bundle exec rake sunspot:solr:start RAILS_ENV=production</p></li> <li><p>Start the processes with <code>foreman start</code>.</p></li> </ol> <p>This is what you'd do anyway when hosting your app on Heroku.</p>,None,None,0,None,2013-10-22 11:55:35.640000+00:00,None,2013-10-22 11:55:35.640000+00:00,None,None,None,None,1606888,19489430,2,1,,None
9734145,None,<p>Try this:</p> <pre><code>set -vx for file in bowtie-0.12.7-win32/bowtie-0.12.7/Hits_635_25bp/*.txt; do ARRAY1=$( awk 'FNR == 1 { print $2 }' $file ) let ARRAY1=$ARRAY1/100+1 echo $ARRAY1 value1=$( awk -v a1= $ARRAY1 'FNR == a1 { print $1 }' bowtie-0.12.7-win32/bowtie-0.12.7/list_for_635_fasta.list ) echo $value1 value2=$( awk 'FNR == 1 { print $2 $3 $4 $5 $6 $7 }' bwa-0.5.9/bwa-0.5.9/GENOMES/ ${file:0:13} ) echo $value2 done </code></pre> <p>If you tell us what shell you're using we could improve the code.</p>,None,None,0,None,2012-03-16 08:41:37+00:00,None,2012-03-16 08:41:37+00:00,None,None,None,None,430749,9733069,2,1,,None
32344439,None,<p>Retrieve the username through the <code>request.user</code> object:</p> <pre><code>var User = request.user; console.log(User.get( username )); //or skip the first step: console.log(request.user.get( username )); </code></pre> <p>Note you can also retrieve these values by calling the <code>attributes</code> property of the Parse.Object (typically bad practice):</p> <pre><code>console.log(request.user.attributes.username); </code></pre>,None,None,0,None,2015-09-02 04:00:27.217000+00:00,None,2015-09-02 04:00:27.217000+00:00,None,None,None,None,4253799,32215320,2,1,,None
29782112,None,<p>There are 2 possible workarounds:</p> <ul> <li>Set your machine to the same timezone as your sonar server</li> </ul> <p>or</p> <ul> <li>Go to Eclipse preferences SonarQube Preview Analysis Properties add a property called <code>sonar.projectDate</code> with a date in the future like <code>2024-01-01</code>. (from <a href= https://jira.codehaus.org/browse/SONAR-5049 rel= nofollow >https://jira.codehaus.org/browse/SONAR-5049</a>). Your local date will then always be ahead of the server's date as far as the local analysis engine is concerned.</li> </ul>,None,None,0,None,2015-04-21 20:08:53.220000+00:00,None,2015-04-21 20:08:53.220000+00:00,None,None,None,None,80075,21320117,2,1,,None
3846450,None,<p>Yes and also for a junior .Net developer. Effective developers of all levels do not need to guess whether their code will meet the requirements.</p>,None,None,0,None,2010-10-02 15:49:29.053000+00:00,None,2010-10-02 15:49:29.053000+00:00,None,None,None,None,210102,3845898,2,1,,None
3363769,None,<p>Two points:</p> <ol> <li>anyone using <code>extern int var;</code> can access your variable if it's not in an unnamed namespace.</li> <li>if in another file you have another <code>int var</code> global variable you will have multiple definitions of this variable.</li> </ol> <p>As specified in the standard : </p> <blockquote> <p>[...] all occurrences of unique in a translation unit are replaced by the same identifier and this identifier differs from all other identifiers in the entire program.</p> </blockquote>,None,None,0,None,2010-07-29 14:50:14.023000+00:00,None,2010-07-29 14:50:14.023000+00:00,None,None,None,None,395939,3363684,2,1,,None
16361640,None,<p>It appears you want some sort of Hash deep merge. It's available in <a href= https://github.com/rails/rails/tree/master/activesupport rel= nofollow >ActiveSupport</a> (part of Rails):</p> <pre><code># You can omit this require statement if you're running Rails. require active_support/core_ext/hash/deep_merge a = { a: { b: { c: 1 d: { password1: } password2: } } } b = { a: { b: { d: { password1: secret } password2: secret2 } } } a.deep_merge(b) #=&gt; { a: { b: { c: 1 d: { password1: secret } password2: secret2 } } } </code></pre> <p>If you don't want to depend on ActiveSupport take a look at the <a href= https://github.com/rails/rails/blob/master/activesupport/lib/active_support/core_ext/hash/deep_merge.rb rel= nofollow >implementation</a>.</p>,None,None,0,None,2013-05-03 14:44:24.037000+00:00,None,2013-05-03 14:44:24.037000+00:00,None,None,None,None,98038,16360797,2,2,,None
13430617,None,<p>I recommend you to use the <code>tableView:willDisplayCell:forRowAtIndexPath:</code> method for adding the shadow.</p>,None,None,0,None,2012-11-17 12:36:23.740000+00:00,None,2012-11-17 12:36:23.740000+00:00,None,None,None,None,1823086,13430576,2,2,,None
12396947,None,<p>You probably want to use <code>NSSpeechSynthesizer</code> for code you write yourself.</p> <p>And of course the <a href= http://developer.apple.com/library/mac/#documentation/UserExperience/Conceptual/SpeechSynthesisProgrammingGuide/SpeechOverview/SpeechOverview.html rel= nofollow >Speech Synthesis Programming Guide</a> is pertinent reading too.</p>,None,None,0,None,2012-09-12 22:23:31.660000+00:00,None,2012-09-12 22:23:31.660000+00:00,None,None,None,None,574590,12396690,2,2,,None
28705221,None,<p>I'm not sure that I correctly understand the requirement. I modified in the demo </p> <pre class= lang-js prettyprint-override ><code>function hideGroupHeaders(grid) { var i names = grid.p.groupingView.groups l = names.length $grp j; for (i = 0; i &lt; l; i++) { $grp = $('#' + grid.id + ghead_0_ + i); if (names[i].value === '') { $grp.hide(); } else { // hide the grouping row $(grid).jqGrid('groupingToggle' grid.id + ghead_0_ + i); for (j = 0; j &lt; names[i].cnt; j++) { $(grid.rows[$grp[0].rowIndex + 1 + j]).addClass( grouppedRows ); } } } } </code></pre> <p>where I set <code>grouppedRows</code> class to hidden grouped rows. You can see the results here: <a href= http://jsfiddle.net/OlegKi/xx7Jg/82/ rel= nofollow >http://jsfiddle.net/OlegKi/xx7Jg/82/</a>. If one opens the groups one see that the rows will be displayed in another style defined by the class <code>grouppedRows</code></p> <p><img src= http://i.stack.imgur.com/Kt4pj.png alt= enter image description here ></p>,None,None,0,None,2015-02-24 20:04:00.550000+00:00,None,2015-02-24 20:04:00.550000+00:00,None,None,None,None,315935,28683324,2,2,,None
11383648,None,<p>Python converts the result of the whole expression to a string before printing not individual items. Convert your object instance to a string before concatenating:</p> <pre><code>print str(new) + '.kine' </code></pre> <p>Python is a strongly typed language and won't convert items to strings automatically when using operators like the '+' sign.</p>,None,None,0,None,2012-07-08 13:54:01.337000+00:00,None,2012-07-08 13:54:01.337000+00:00,None,None,None,None,100297,11383629,2,2,,None
11735094,None,<p>just make it:</p> <pre><code>private int randomIndex(int size){ return randomGenerator(size); } </code></pre> <p>And then call them with <code>randomIndex(yourArray.size());</code></p>,None,None,0,None,2012-07-31 07:20:38.643000+00:00,None,2012-07-31 07:20:38.643000+00:00,None,None,None,None,533967,11734988,2,2,,None
33138700,None,<p>in jQuery way:</p> <pre><code>items = $( a ); $(items).each(function(index item){ b = $(item).attr('href'); c = b.replace( #  ); d = http://www.domainname.com/index/ + c + /get ; //console.log(d); //just to check them out item.attr('href' d); }); </code></pre>,None,None,0,None,2015-10-15 02:14:44.407000+00:00,None,2015-10-15 02:24:46.683000+00:00,2015-10-15 02:24:46.683000+00:00,None,894111,None,894111,33138651,2,0,,None
